,No.,Title,Artist(s),Year,spo_name,explicit,images,release_date,preview_url
939,40,"""Niggas in Paris""",Jay-Z and Kanye West,2012,Niggas in Paris - Metal Version,True,https://i.scdn.co/image/ab67616d0000b27353c1ae8c80cd153150247f51,2016-04-29,https://p.scdn.co/mp3-preview/13fb535aca30eb8cb99d68d9723a813a27f945b9?cid=914d599079cf414bb7441d9c09e8dd1d
940,41,"""The One That Got Away""",Katy Perry,2012,The One That Got Away,False,https://i.scdn.co/image/ab67616d0000b273d20c38f295039520d688a888,2010-01-01,
941,42,"""Feel So Close""",Calvin Harris,2012,Feel So Close - Radio Edit,False,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,2012-10-29,https://p.scdn.co/mp3-preview/0d6e73f38aa3462f05399ffdba642cfc67ee6a86?cid=914d599079cf414bb7441d9c09e8dd1d
942,43,"""Someone like You""",Adele,2012,Someone Like You,False,https://i.scdn.co/image/ab67616d0000b2731c88166762f2e18f8f23c6f1,2011-01-24,https://p.scdn.co/mp3-preview/7485e6591f4025338ae968a341d8ef9e5134dd25?cid=914d599079cf414bb7441d9c09e8dd1d
943,44,"""Scream""",Usher,2012,Scream & Shout,True,https://i.scdn.co/image/ab67616d0000b273e6082141bd7c86ae9f11ea26,2013-01-01,
944,45,"""Rack City""",Tyga,2012,Rack City,True,https://i.scdn.co/image/ab67616d0000b273057041c8045ff3457b99a218,2012-01-01,
945,46,"""Domino""",Jessie J,2012,Domino,False,https://i.scdn.co/image/ab67616d0000b2739900b995cd1a81c35c574ab0,2011-01-01,
946,47,"""Gangnam Style""",Psy,2012,Gangnam Style (강남스타일),False,https://i.scdn.co/image/ab67616d0000b2736cfc57e5358c5e39e79bccbd,2012-01-01,
947,48,"""International Love""",Pitbull featuring Chris Brown,2012,International Love (feat. Chris Brown),False,https://i.scdn.co/image/ab67616d0000b2731dc7483a9fcfce54822a2f19,2011-06-17,https://p.scdn.co/mp3-preview/fb03867ab24e82ece63bcf8a2778ae3b241f064d?cid=914d599079cf414bb7441d9c09e8dd1d
948,49,"""Home""",Phillip Phillips,2012,HOME,True,https://i.scdn.co/image/ab67616d0000b273d7f468554013b901a7c0e606,2022-02-15,https://p.scdn.co/mp3-preview/148153af3c68a2adaf73465ea52cfbec1b6bfc69?cid=914d599079cf414bb7441d9c09e8dd1d
949,50,"""Without You""",David Guetta featuring Usher,2012,WITHOUT YOU,True,https://i.scdn.co/image/ab67616d0000b273df16d539f508603bfb1efe02,2020-11-06,https://p.scdn.co/mp3-preview/7e8f0d1240399e69dd63202d80e85e85c015d84f?cid=914d599079cf414bb7441d9c09e8dd1d
950,51,"""Ass Back Home""",Gym Class Heroes featuring Neon Hitch,2012,Ass Back Home (feat. Neon Hitch),True,https://i.scdn.co/image/ab67616d0000b27318b8088fe0c3dbf78398b55a,2011-11-11,https://p.scdn.co/mp3-preview/c8f7209155c093f3141cc887449605b058d7f5e5?cid=914d599079cf414bb7441d9c09e8dd1d
951,52,"""Wanted""",Hunter Hayes,2012,Wanted,False,https://i.scdn.co/image/ab67616d0000b2732a0070a89eb69a9cc7914f49,2011,https://p.scdn.co/mp3-preview/16004de13e5a8d25fda94e61f9b4991e726cc204?cid=914d599079cf414bb7441d9c09e8dd1d
952,53,"""Drunk on You""",Luke Bryan,2012,Drunk on Your Love,False,https://i.scdn.co/image/ab67616d0000b273e40ae483c96a0a228055722d,2015-09-11,https://p.scdn.co/mp3-preview/3a0a2ed26ffd4a053f8861227b2559f58aeeca9d?cid=914d599079cf414bb7441d9c09e8dd1d
953,54,"""No Lie""",2 Chainz featuring Drake,2012,No Lie,False,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c,2018-06-29,
954,55,"""Want U Back""",Cher Lloyd,2012,Want U Back,False,https://i.scdn.co/image/ab67616d0000b273392d37cdeccdcdb378fed318,2012-10-02,https://p.scdn.co/mp3-preview/9e627bcc4e7868e941e35545fa240b08a7436ca7?cid=914d599079cf414bb7441d9c09e8dd1d
955,56,"""Don't Wake Me Up""",Chris Brown,2012,Don't Wake Me Up,False,https://i.scdn.co/image/ab67616d0000b273781583ade2f00c2966a35965,2012-07-03,https://p.scdn.co/mp3-preview/e66e74bd537145772de251852a59133dac171161?cid=914d599079cf414bb7441d9c09e8dd1d
956,57,"""Dance (A$$)""",Big Sean featuring Nicki Minaj,2012,Dance (A$$) Remix,True,https://i.scdn.co/image/ab67616d0000b2735634a639afe491a0bffcd54b,2011-01-01,
957,58,"""Springsteen""",Eric Church,2012,Springsteen,False,https://i.scdn.co/image/ab67616d0000b273c1bc36faa8afff2b5273490b,2011-01-01,
958,59,"""Brokenhearted""",Karmin,2012,Brokenhearted,False,https://i.scdn.co/image/ab67616d0000b273cc50268bd94de0934dad0ca0,2012-05-07,https://p.scdn.co/mp3-preview/fda5f36ecc19cf8e49689c255cf62a8c96f9aa09?cid=914d599079cf414bb7441d9c09e8dd1d
959,60,"""Not Over You""",Gavin DeGraw,2012,Not Over You,False,https://i.scdn.co/image/ab67616d0000b2736b3b5436a48203e35b89b9ba,2011-09-16,https://p.scdn.co/mp3-preview/063f01a119c51b1ea8e501610133db1da574693e?cid=914d599079cf414bb7441d9c09e8dd1d
960,61,"""Stereo Hearts""",Gym Class Heroes featuring Adam Levine,2012,Stereo Hearts (feat. Adam Levine),False,https://i.scdn.co/image/ab67616d0000b27318b8088fe0c3dbf78398b55a,2011-11-11,https://p.scdn.co/mp3-preview/37d2b8322116dd94de468d34afd5b51414281344?cid=914d599079cf414bb7441d9c09e8dd1d
961,62,"""Back in Time""",Pitbull,2012,Back In Time,False,https://i.scdn.co/image/ab67616d0000b2735306ed42ae78f317258c51bb,2006-01-01,
962,63,"""Work Out""",J. Cole,2012,Work Out,True,https://i.scdn.co/image/ab67616d0000b27399da48a530f6ca2ef86da3cc,2011-09-27,
963,64,"""Rumour Has It""",Adele,2012,Rumour Has It,False,https://i.scdn.co/image/ab67616d0000b2731c88166762f2e18f8f23c6f1,2011-01-24,https://p.scdn.co/mp3-preview/dcc7c5f3b7fc0ce13cca0681b82ac45057b34478?cid=914d599079cf414bb7441d9c09e8dd1d
964,65,"""Let's Go""",Calvin Harris featuring Ne-Yo,2012,Let's go to Hell,True,https://i.scdn.co/image/ab67616d0000b273f31d7b5f102a6f2da7c80a48,2021-11-03,https://p.scdn.co/mp3-preview/9ced12dfbe7706402ceeea9ec5376f21ac9ed855?cid=914d599079cf414bb7441d9c09e8dd1d
