,No.,Title,Artist(s),Year,spo_name,spo_id,explicit,images,release_date,preview_url,itunes_name,apple_id,genre,trackTime,trackView
812,13,"""Stay""",Rihanna featuring Mikky Ekko,2013,STAY (with Justin Bieber),5HCyWlXZPP0y6Gqq8TgA20,True,https://i.scdn.co/image/ab67616d0000b27341e31d6ea1d493dd77933ee5,2021-07-09,https://p.scdn.co/mp3-preview/40a8daf1f3cbb5c6363e68de859ba4af3377344c?cid=914d599079cf414bb7441d9c09e8dd1d,Stay (feat. Mikky Ekko),1417177313,Pop,240707,https://music.apple.com/us/album/stay-feat-mikky-ekko/1417177082?i=1417177313&uo=4
813,14,"""Get Lucky""",Daft Punk featuring Pharrell Williams,2013,Get Lucky (feat. Pharrell Williams & Nile Rodgers),69kOkLUCkxIZYexIgSG8rq,False,https://i.scdn.co/image/ab67616d0000b2731d97ca7376f835055f828139,2013-05-17,https://p.scdn.co/mp3-preview/f4f3c3bce5ee260b43652238313632add5ae0105?cid=914d599079cf414bb7441d9c09e8dd1d,Get Lucky (feat. Pharrell Williams & Nile Rodgers),617154366,Pop,369629,https://music.apple.com/us/album/get-lucky-feat-pharrell-williams-nile-rodgers/617154241?i=617154366&uo=4
814,15,"""Royals""",Lorde,2013,Royals,2dLLR6qlu5UJ5gk0dKz0h3,False,https://i.scdn.co/image/ab67616d0000b273187331e276c898d39764cc98,2013-09-27,,Royals,1440818664,Alternative,190185,https://music.apple.com/us/album/royals/1440818584?i=1440818664&uo=4
815,16,"""I Knew You Were Trouble""",Taylor Swift,2013,I Knew You Were Trouble.,6FB3v4YcR57y4tXFcdxI1E,False,https://i.scdn.co/image/ab67616d0000b2731c248e90c3e569f90aef9dec,2012-10-22,,I Knew You Were Trouble,1440935349,Alternative,218554,https://music.apple.com/us/album/i-knew-you-were-trouble/1440905006?i=1440905012&uo=4
816,17,"""We Can't Stop""",Miley Cyrus,2013,We Can't Stop,2y4lAQpi5VTNLu2ldeTdUH,False,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,2013-10-04,https://p.scdn.co/mp3-preview/6b692f0e54c82dabffcdcdbc567fdbe69c6eb088?cid=914d599079cf414bb7441d9c09e8dd1d,We Can't Stop,1460315065,Pop,231234,https://music.apple.com/us/album/we-cant-stop/1460315055?i=1460315065&uo=4
817,18,"""Wrecking Ball""",Miley Cyrus,2013,Wrecking Ball,2vwlzO0Qp8kfEtzTsCXfyE,False,https://i.scdn.co/image/ab67616d0000b2736b18d0490878750cd69abf2c,2013-10-04,https://p.scdn.co/mp3-preview/81602ab2e1260e695d43de7dcfc047885390a369?cid=914d599079cf414bb7441d9c09e8dd1d,Death to My Hometown,1460315319,Rock,208667,https://music.apple.com/us/album/death-to-my-hometown/507103631?i=507103640&uo=4
818,19,"""Wake Me Up""",Avicii,2013,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,False,https://i.scdn.co/image/ab67616d0000b273e14f11f796cef9f9a82691a7,2013-01-01,,Things That Wake Me Up,1440872929,Standup Comedy,577312,https://music.apple.com/us/album/things-that-wake-me-up/882915093?i=882915101&uo=4
819,20,"""Suit & Tie""",Justin Timberlake featuring Jay-Z,2013,Suit & Tie (feat. Jay-Z),6vt0I1cw1YmAIKDJvHVIM5,True,https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,2013-03-15,https://p.scdn.co/mp3-preview/02ba190654ee80be4c6aa56d4126a4c3e8f98a7c?cid=914d599079cf414bb7441d9c09e8dd1d,Suit & Tie (feat. JAY Z),1441493469,Pop,267853,https://music.apple.com/us/album/suit-tie-feat-jay-z/1422654038?i=1422654146&uo=4
820,21,"""Cups (Pitch Perfect's When I'm Gone)""",Anna Kendrick,2013,Cups (Pitch Perfect's When I'm Gone),14zRYIB0v5CtWrf1LpTFRW,False,https://i.scdn.co/image/ab67616d0000b2730710fc809583ac9af38e5cc4,2013-12-03,https://p.scdn.co/mp3-preview/b194df86cab6f110080307dafab9475f4faa127f?cid=914d599079cf414bb7441d9c09e8dd1d,Cups (Pitch Perfect’s “When I’m Gone”),1440796148,Soundtrack,128013,https://music.apple.com/us/album/cups-pitch-perfects-when-im-gone-pop-version/1440796129?i=1440796148&uo=4
821,22,"""Holy Grail""",Jay-Z featuring Justin Timberlake,2013,Holy Grail,37jTPJgwCCmIGMPB45jrPV,True,https://i.scdn.co/image/ab67616d0000b27316667761b90f600c1d7b08e6,2013-07-04,,Holy Grail (feat. Justin Timberlake),777421040,Hip-Hop/Rap,338370,https://music.apple.com/us/album/holy-grail-feat-justin-timberlake/1440925178?i=1440925418&uo=4
822,23,"""Scream & Shout""",will.i.am featuring Britney Spears,2013,Scream & Shout,2iJuuzV8P9Yz0VSurttIV5,True,https://i.scdn.co/image/ab67616d0000b273e6082141bd7c86ae9f11ea26,2013-01-01,,Scream,627672012,Horror,6663242,https://itunes.apple.com/us/movie/scream/id1520494596?uo=4
823,24,"""Clarity""",Zedd featuring Foxes,2013,Clarity,60wwxj6Dd9NJlirf84wr2c,False,https://i.scdn.co/image/ab67616d0000b273941dd3b3343d9cb9329d37bf,2012-01-01,,Clarity (feat. Foxes),1440861976,Dance,271707,https://music.apple.com/us/album/clarity-feat-foxes/1440861402?i=1440861976&uo=4
824,25,"""Sail""",Awolnation,2013,Sail,7ueP5u2qkdZbIPN2YA6LR0,False,https://i.scdn.co/image/ab67616d0000b27332f1572738340ddc9569c54b,2011-03-15,https://p.scdn.co/mp3-preview/39fe4367061eac834b5da72bddc9af6c8d7c3def?cid=914d599079cf414bb7441d9c09e8dd1d,Sail,422478211,Alternative,259093,https://music.apple.com/us/album/sail/422478077?i=422478211&uo=4
825,26,"""Don't You Worry Child""",Swedish House Mafia featuring John Martin,2013,Don't You Worry Child - Radio Edit,2V65y3PX4DkRhy1djlxd9p,False,https://i.scdn.co/image/ab67616d0000b2739cfe80c0c05ce104f7bab18e,2012-09-14,,Don't You Worry Child,1440862190,Fitness & Workout,276280,https://music.apple.com/us/album/dont-you-worry-child-workout-mix/883909775?i=883909830&uo=4
826,27,"""Diamonds""",Rihanna,2013,Diamonds,1z9kQ14XBSN0r2v6fx4IdG,False,https://i.scdn.co/image/ab67616d0000b273e24cbbd5cef05ca77ec67df6,2012-01-01,,Diamonds,1444321282,Pop,225200,https://music.apple.com/us/album/diamonds/1444320940?i=1444321282&uo=4
827,28,"""I Love It""",Icona Pop featuring Charli XCX,2013,I Love It (feat. Charli XCX),6HZ9VeI5IRFCNQLXhpF4bq,True,https://i.scdn.co/image/ab67616d0000b2734e2e6035e60579c7bdc6fb33,2013-08-27,https://p.scdn.co/mp3-preview/3c965c0ecc8ad90565b5fece8411afcb1c5e86b8?cid=914d599079cf414bb7441d9c09e8dd1d,I Love It (feat. Charli XCX),1444267358,Pop,157153,https://music.apple.com/us/album/i-love-it-feat-charli-xcx/821408753?i=821408859&uo=4
828,29,"""Safe and Sound""",Capital Cities,2013,Safe And Sound,6Z8R6UsFuGXGtiIxiD8ISb,False,https://i.scdn.co/image/ab67616d0000b27313c6cb6a81c8db4dbc8b9924,2013,,Safe and Sound,1440795596,Alternative,326714,https://music.apple.com/us/album/safe-and-sound-cash-cash-remix/1444856135?i=1444856140&uo=4
829,30,"""Treasure""",Bruno Mars,2013,Treasure,55h7vJchibLdUkxdlX3fK7,True,https://i.scdn.co/image/ab67616d0000b273926f43e7cce571e62720fd46,2012-12-07,https://p.scdn.co/mp3-preview/08699fe81bd363cab74959d34245a1984aa0fa70?cid=914d599079cf414bb7441d9c09e8dd1d,Treasure,573962553,Pop,178572,https://music.apple.com/us/album/treasure/573962245?i=573962553&uo=4
830,31,"""The Way""",Ariana Grande featuring Mac Miller,2013,The Way Life Goes (feat. Oh Wonder),2eAZfqOm4EnOF9VvN50Tyc,True,https://i.scdn.co/image/ab67616d0000b27341b41e6f7924e530a9b00f9c,2017-08-25,https://p.scdn.co/mp3-preview/565954d606afec2b069495428d6f252a38433759?cid=914d599079cf414bb7441d9c09e8dd1d,The Way (feat. Mac Miller),1445057384,Pop,226839,https://music.apple.com/us/album/the-way-feat-mac-miller-spanglish-version/1445057254?i=1445057384&uo=4
831,32,"""Started from the Bottom""",Drake,2013,Started From the Bottom,5DI9jxTHrEiFAhStG7VA8E,True,https://i.scdn.co/image/ab67616d0000b273a90d170c61fb7d063d47161d,2013-01-01,,Started From the Bottom (Drake Remix Tribute),1440829611,Hip-Hop/Rap,111650,https://music.apple.com/us/album/started-from-the-bottom-drake-remix-tribute/607126206?i=607126461&uo=4
832,33,"""Come & Get It""",Selena Gomez,2013,Come & Go (with Marshmello),2Y0wPrPQBrGhoLn14xRYCG,True,https://i.scdn.co/image/ab67616d0000b2733e0698e4ae5ffb82a005aeeb,2020-07-10,,Come,1440625020,Country,202987,https://music.apple.com/us/album/come/626804602?i=626805159&uo=4
833,34,"""Hold On, We're Going Home""",Drake featuring Majid Jordan,2013,"Hold On, We're Going Home",2aSC2xhRxOLiiZZVjhbylH,False,https://i.scdn.co/image/ab67616d0000b273a90d170c61fb7d063d47161d,2013-01-01,,"Hold On, We're Going Home (feat. Majid Jordan)",739771144,Hip-Hop/Rap,231193,https://music.apple.com/us/album/hold-on-were-going-home-feat-majid-jordan/1440829462?i=1440829630&uo=4
834,35,"""Daylight""",Maroon 5,2013,Daylight,57i3M29DWoo7RDk0Tf0LZG,False,https://i.scdn.co/image/ab67616d0000b273acbe616ad7ba01c2f335dd0a,2009-01-20,,Daylight,1440808313,Pop,226148,https://music.apple.com/us/album/daylight/1440808308?i=1440808313&uo=4
835,36,"""Feel This Moment""",Pitbull featuring Christina Aguilera,2013,Feel This Moment (feat. Christina Aguilera),0Hf4aIJpsN4Os2f0y0VqWl,False,https://i.scdn.co/image/ab67616d0000b273f2486b438645e97b523e4f90,2012,https://p.scdn.co/mp3-preview/8b78b1deb7ce65198ab1e3eeb913a97eff5fb1da?cid=914d599079cf414bb7441d9c09e8dd1d,Feel This Moment (feat. Christina Aguilera),737053272,Pop,229500,https://music.apple.com/us/album/feel-this-moment-feat-christina-aguilera/737053237?i=737053272&uo=4
836,37,"""Applause""",Lady Gaga,2013,Applause,5ka2ajep9OAvU5Sgduhiex,False,https://i.scdn.co/image/ab67616d0000b2737da123c944790bfab54b2522,2013-11-11,,Applause,1452259397,Lullabies,218040,https://music.apple.com/us/album/applause/1419762848?i=1419763549&uo=4
837,38,"""One More Night""",Maroon 5,2013,One More Night,4XNrMwGx1SqP01sqkGTDmo,False,https://i.scdn.co/image/ab67616d0000b273ce7d499847da02a9cbd1c084,2012-01-01,,One More Night,1440808641,Pop,236994,https://music.apple.com/us/album/one-more-night-sticky-k-remix/1440808308?i=1440808641&uo=4
838,39,"""Love Me""",Lil Wayne featuring Drake and Future,2013,Love Me,7tGlzXJv6GD5e5qlu5YmDg,True,https://i.scdn.co/image/ab67616d0000b273e1a81870181de556d515d4cc,2013-01-01,,Love Me (feat. Drake & Future),1443114691,Hip-Hop/Rap,255053,https://music.apple.com/us/album/love-me-feat-drake-future/1443114075?i=1443114691&uo=4
839,40,"""My Songs Know What You Did in the Dark (Light Em Up)""",Fall Out Boy,2013,My Songs Know What You Did In The Dark (Light Em Up),7s0lDK7y3XLmI7tcsRAbW0,False,https://i.scdn.co/image/ab67616d0000b27360c84f44c080824ce336e1a1,2013-01-01,,My Songs Know What You Did In the Dark (Light Em Up),1444318126,Alternative,186867,https://music.apple.com/us/album/my-songs-know-what-you-did-in-the-dark-light-em-up/1440862257?i=1440862694&uo=4
840,41,"""Fuckin' Problems""","ASAP Rocky featuring Drake, 2 Chainz and Kendrick Lamar",2013,"F**kin' Problems (feat. Drake, 2 Chainz & Kendrick Lamar)",4X5f3vT8MRuXF68pfjNte5,True,https://i.scdn.co/image/ab67616d0000b2732ae92030b51fb8135d694af9,2013,https://p.scdn.co/mp3-preview/aa2b0da796cb14546268a04cf613c8fd082763e0?cid=914d599079cf414bb7441d9c09e8dd1d,"Fuckin' Problems (feat. 2 Chainz, Drake & Kendrick Lamar)",1033252321,Hip-Hop/Rap,233848,https://music.apple.com/us/album/f-n-problems-feat-2-chainz-drake-kendrick-lamar/1033251861?i=1033252321&uo=4
841,42,"""Beauty and a Beat""",Justin Bieber featuring Nicki Minaj,2013,Beauty And A Beat,190jyVPHYjAqEaOGmMzdyk,False,https://i.scdn.co/image/ab67616d0000b2736c20c4638a558132ba95bc39,2012-06-15,,Beauty and a Beat (feat. Nicki Minaj),1440858198,Pop,227987,https://music.apple.com/us/album/beauty-and-a-beat-feat-nicki-minaj/1440650852?i=1440650961&uo=4
842,43,"""Same Love""",Macklemore & Ryan Lewis featuring Mary Lambert,2013,Same Love (feat. Mary Lambert),01uqI4H13Gsd8Lyl1EYd8H,False,https://i.scdn.co/image/ab67616d0000b27398a02fef3a8b1d80a0f164ec,2012-10-09,https://p.scdn.co/mp3-preview/1c3a62076414f0170ee5875efa48434e64b16bd4?cid=914d599079cf414bb7441d9c09e8dd1d,"Same Love (In Style of Macklemore & Ryan Lewis, Mary Lambert) [Instrumental]",560097759,Instrumental,319074,https://music.apple.com/us/album/same-love-in-style-of-macklemore-ryan-lewis-mary/676790099?i=676790358&uo=4
843,44,"""Sweet Nothing""",Calvin Harris featuring Florence Welch,2013,Sweet Nothing (feat. Florence Welch),24LS4lQShWyixJ0ZrJXfJ5,False,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,2012-10-29,https://p.scdn.co/mp3-preview/f76661d46baef0d7278dcae16896c5a597075290?cid=914d599079cf414bb7441d9c09e8dd1d,Sweet Nothing (feat. Florence Welch),570039354,Dance,213973,https://music.apple.com/us/album/sweet-nothing-feat-florence-welch/570038793?i=570039354&uo=4
844,45,"""Summertime Sadness""",Lana Del Rey and Cédric Gervais,2013,Summertime Sadness,2dBwB667LHQkLhdYlwLUZK,False,https://i.scdn.co/image/ab67616d0000b273cb76604d9c5963544cf5be64,2012-11-12,,Summertime Sadness (Lana Del Rey vs. Cedric Gervais),1440812085,Dance,412327,https://music.apple.com/us/album/summertime-sadness-lana-del-rey-vs-cedric-gervais-cedric/1445314638?i=1445314644&uo=4
845,46,"""Home""",Phillip Phillips,2013,HOME,2WnPietHTd9hrIPbZnpoHL,True,https://i.scdn.co/image/ab67616d0000b273d7f468554013b901a7c0e606,2022-02-15,https://p.scdn.co/mp3-preview/148153af3c68a2adaf73465ea52cfbec1b6bfc69?cid=914d599079cf414bb7441d9c09e8dd1d,Bring It On Home (feat. Phillip Phillips & Maddie Poppe),1443793011,Alternative,200825,https://music.apple.com/us/album/bring-it-on-home-feat-phillip-phillips-maddie-poppe/1480610707?i=1480610718&uo=4
846,47,"""It's Time""",Imagine Dragons,2013,It's Time,6BtmXhTJMM9sBTHeYYASGz,False,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,2012-09-04,,It's Time,1440873335,Alternative,240307,https://music.apple.com/us/album/its-time/1440873107?i=1440873335&uo=4
847,48,"""Power Trip""",J. Cole featuring Miguel,2013,Power Trip (feat. Miguel),2uwnP6tZVVmTovzX5ELooy,True,https://i.scdn.co/image/ab67616d0000b273c1bb124f993488cf21b269fc,2013-06-18,,Power Trip (feat. Miguel),1172530672,Hip-Hop/Rap,241160,https://music.apple.com/us/album/power-trip-feat-miguel/1529510479?i=1529510489&uo=4
848,49,"""Girl on Fire""",Alicia Keys featuring Nicki Minaj,2013,Girl on Fire,4esOae7i4rqTbAu9o5Pxco,False,https://i.scdn.co/image/ab67616d0000b273a4fe49eb27e8152710e7a590,2012-11-18,https://p.scdn.co/mp3-preview/e649bbfd6ccd66e16fb51f19c21896fa0e9972f0?cid=914d599079cf414bb7441d9c09e8dd1d,Girl On Fire (feat. Nicki Minaj),581748359,R&B/Soul,270723,https://music.apple.com/us/album/girl-on-fire-feat-nicki-minaj-inferno-version/581748349?i=581748359&uo=4
849,50,"""Heart Attack""",Demi Lovato,2013,Heart Attack,1V6gIisPpYqgFeWbMLI0bA,False,https://i.scdn.co/image/ab67616d0000b273aadb13ae608f6af20528409b,2013-01-01,,Heart Attack,1440620921,Pop,210850,https://music.apple.com/us/album/heart-attack/1440620857?i=1440620921&uo=4
850,51,"""Love Somebody""",Maroon 5,2013,Love Somebody,0HnaqUxvHP5LaWdmWwJpiS,False,https://i.scdn.co/image/ab67616d0000b2739d41d73f973cb817462e068a,2012-01-01,,Love Somebody,1440808321,Pop,229168,https://music.apple.com/us/album/love-somebody/1440808308?i=1440808321&uo=4
851,52,"""I Will Wait""",Mumford & Sons,2013,I Will Wait,0hm8rgOY17z7kQJlqGKbu7,False,https://i.scdn.co/image/ab67616d0000b273e5d3f32e37004060183a5fc5,2012-09-25,https://p.scdn.co/mp3-preview/a679c8f65021509550b9e2831638716e54cb367f?cid=914d599079cf414bb7441d9c09e8dd1d,I Will Wait,1451531639,Alternative,276720,https://music.apple.com/us/album/i-will-wait/1451531115?i=1451531639&uo=4
852,53,"""Try""",Pink,2013,Try,1jF7IL57ayN4Ity3jQqGu0,False,https://i.scdn.co/image/ab67616d0000b2739d0f0d226987b449808e7b6f,2012-09-18,https://p.scdn.co/mp3-preview/ce522f1be90be4ce1912be70c10e7f1814f05828?cid=914d599079cf414bb7441d9c09e8dd1d,Try,545398138,Pop,247912,https://music.apple.com/us/album/try/545398133?i=545398138&uo=4
853,54,"""Wagon Wheel""",Darius Rucker,2013,Wagon Wheel,3xdjjKMcMOFgo1eQrfbogM,False,https://i.scdn.co/image/ab67616d0000b2733c814f8afa852904e9db8a9f,2013-01-01,,Wagon Wheel,1469412117,Country,298400,https://music.apple.com/us/album/wagon-wheel/1469411292?i=1469412117&uo=4
854,55,"""Gangnam Style""",Psy,2013,Gangnam Style (강남스타일),03UrZgTINDqvnUMbbIMhql,False,https://i.scdn.co/image/ab67616d0000b2736cfc57e5358c5e39e79bccbd,2012-01-01,,Gangnam Style,1445144527,Pop,219493,https://music.apple.com/us/album/gangnam-style/1445144506?i=1445144527&uo=4
855,56,"""I Need Your Love""",Calvin Harris featuring Ellie Goulding,2013,I Need Your Love (feat. Ellie Goulding),05SBRd4fXgn8FX7bf8BCAE,False,https://i.scdn.co/image/ab67616d0000b273dcef905cb144d4867119850b,2012-10-29,https://p.scdn.co/mp3-preview/d88a63c96708667344b7c8f33587d83eebc8a77f?cid=914d599079cf414bb7441d9c09e8dd1d,I Need Your Love (feat. Ellie Goulding),570039349,Dance,234507,https://music.apple.com/us/album/i-need-your-love-feat-ellie-goulding/570038793?i=570039349&uo=4
856,57,"""Die Young""",Kesha,2013,Die Young,7EQGXaVSyEDsCWKmUcfpLk,False,https://i.scdn.co/image/ab67616d0000b27376c5c62197115a22b23ff950,2012-11-30,https://p.scdn.co/mp3-preview/ffce3bf627ac9dc3d7f6cf953b85bcec2bb4c450?cid=914d599079cf414bb7441d9c09e8dd1d,Die Young,592365442,Pop,201507,https://music.apple.com/us/album/die-young-deconstructed-mix/592364993?i=592365442&uo=4
857,58,"""Some Nights""",Fun,2013,Some Nights,6t6oULCRS6hnI7rm0h5gwl,True,https://i.scdn.co/image/ab67616d0000b27305fb4e9947c6edaf3836766e,2012-02-21,https://p.scdn.co/mp3-preview/ad945d63f38c7239a5fd8c8841b1ed58a0ff76d5?cid=914d599079cf414bb7441d9c09e8dd1d,Some Nights,486040194,Alternative,277040,https://music.apple.com/us/album/some-nights/486040153?i=486040194&uo=4
858,59,"""Bad""",Wale featuring Tiara Thomas or Rihanna,2013,Bad Habits,3rmo8F54jFF8OgYsqTxm5d,False,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2,2021-10-29,https://p.scdn.co/mp3-preview/043f28a973add316f01a36a68f870f588d1dbb8e?cid=914d599079cf414bb7441d9c09e8dd1d,Bad,159294345,Pop,246670,https://music.apple.com/us/album/bad/159292399?i=159294345&uo=4
859,60,"""Boys 'Round Here""",Blake Shelton featuring Pistol Annies and Friends,2013,Boys 'Round Here (feat. Pistol Annies & Friends),39FwE8edwuyiaa4PrGBkP7,False,https://i.scdn.co/image/ab67616d0000b273de2b6ae73697b2da4d3e9c27,2013-03-26,https://p.scdn.co/mp3-preview/462ed45aa32d848c90a4be54002e4014a6c1d66e?cid=914d599079cf414bb7441d9c09e8dd1d,Boys 'Round Here (feat. Pistol Annies & Friends),606057317,Country,289773,https://music.apple.com/us/album/boys-round-here-feat-pistol-annies-friends/606057263?i=606057317&uo=4
860,61,"""Gone, Gone, Gone""",Phillip Phillips,2013,"Gone, Gone, Gone",5L79aNYCTKiZq7vaOElXYj,False,https://i.scdn.co/image/ab67616d0000b273d9009cc16eddbc6664508cd8,2013-01-01,,"Gone, Gone, Gone",1443792356,Pop,209695,https://music.apple.com/us/album/gone-gone-gone/1443792057?i=1443792356&uo=4
861,62,"""Demons""",Imagine Dragons,2013,Demons,3LlAyCYU26dvFZBDUIMb7a,False,https://i.scdn.co/image/ab67616d0000b273b2b2747c89d2157b0b29fb6a,2012-09-04,,Demons,1440873339,Alternative,177507,https://music.apple.com/us/album/demons/1440873107?i=1440873339&uo=4
862,63,"""Counting Stars""",OneRepublic,2013,Counting Stars,6sy3LkhNFjJWlaeSMNwQ62,False,https://i.scdn.co/image/ab67616d0000b273e80e7dbce3996a1ae5967751,2014-01-01,,Counting Stars,1471704175,Pop,257286,https://music.apple.com/us/album/counting-stars/1471704173?i=1471704175&uo=4
863,64,"""I Cry""",Flo Rida,2013,I Cry,4bZd0nRuX8HyjeXAUBczvm,False,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,2012-06-22,https://p.scdn.co/mp3-preview/60843f82dda9ccf24caa1cc22a2e2e20a92c5e81?cid=914d599079cf414bb7441d9c09e8dd1d,I Cry,613867353,Hip-Hop/Rap,223800,https://music.apple.com/us/album/i-cry/613867183?i=613867353&uo=4
864,65,"""Little Talks""",Of Monsters and Men,2013,Little Talks,2ihCaVdNZmnHZWt0fvAM7B,False,https://i.scdn.co/image/ab67616d0000b273cb3f67e8026e2e493a1e8262,2012-01-01,,Little Talks,1440809330,Alternative,266640,https://music.apple.com/us/album/little-talks/1440808821?i=1440809330&uo=4
865,66,"""The Other Side""",Jason Derulo,2013,The Other Side Of Paradise,0rRjGruFonCGOt0S5zAJNQ,True,https://i.scdn.co/image/ab67616d0000b273ec3d15eab5bd77027abc4b23,2016-08-26,,The Other Side,1135139054,Pop,226987,https://music.apple.com/us/album/the-other-side/1135138681?i=1135139054&uo=4
866,67,"""Berzerk""",Eminem,2013,Berzerk,6Xk7PnitV9jCRorWt2LiVZ,True,https://i.scdn.co/image/ab67616d0000b273cb66bcc14c6f857c127d5969,2013-11-05,,Berzerk,1440863085,Hip-Hop/Rap,238746,https://music.apple.com/us/album/berzerk/1440862963?i=1440863085&uo=4
867,68,"""Catch My Breath""",Kelly Clarkson,2013,Catch My Breath,5qxPabNDnJQ551Tf4v6k3j,False,https://i.scdn.co/image/ab67616d0000b2737c5196593b6ab9382a794d26,2012-11-19,https://p.scdn.co/mp3-preview/be9786516631e89970811b84ab3e6c6471b006ae?cid=914d599079cf414bb7441d9c09e8dd1d,Catch My Breath,572109590,Pop,367067,https://music.apple.com/us/album/catch-my-breath-supasound-remix/586377611?i=586377873&uo=4
868,69,"""Crash My Party""",Luke Bryan,2013,Crash My Party,6GBUsjHfZuweYf5lQEz6mP,False,https://i.scdn.co/image/ab67616d0000b27316fce2616744168b30462991,2013-01-01,,Crash My Party,1440862244,Country,234667,https://music.apple.com/us/album/crash-my-party/1440861846?i=1440862244&uo=4
869,70,"""Pour It Up""",Rihanna,2013,Pour It Up,76VtA90NKurNqaQpV126Ue,True,https://i.scdn.co/image/ab67616d0000b2730e6cedee56e37a9a65f2164d,2012-12-11,,Pour It Up,648402449,Pop,161200,https://music.apple.com/us/album/pour-it-up/1417177082?i=1417177307&uo=4
870,71,"""22""",Taylor Swift,2013,22 (Taylor's Version),6ce41JVa6KFaryfmC2bu2W,False,https://i.scdn.co/image/ab67616d0000b273318443aab3531a0558e79a4d,2021-11-12,,22,1440935562,Country,232120,https://music.apple.com/us/album/22/1440935340?i=1440935562&uo=4
